marca,modelo,ano inicio,ano fim,link para o pdf,tipo de fixação,alerta,kit fixação,barras o-plus de alumínio,barras o-plus de aço,barras airo de alumínio,barras airo de alumínio com fixação,barras optima de aço,adaptador optima,alarme,barras transversais de alumínio opção 1,barras transversais de alumínio opção 2,barras transversais de aço,
Mercedes, Classe B - 5 portas (W246),2011, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-015.pdf?v=1618500855, F,4, kit-de-fixacao-cruz-optiplus-fix-936-000|59.748, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe C Coupe - 2 portas (C204),2011,2015, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-456.pdf?v=1618500854, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax108-924-755|59.730, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx110-921-355|59.717, barras-de-tejadilho-em-aluminio-cruz-airo-x108-924-781|59.738, , barras-de-tejadilho-em-aco-preto-cruz-optima-os105-921-100|59.710, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe C carro - 4 portas (W202),1993,2000, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/931-026.pdf?v=1618500855, B,3, kit-de-fixacao-cruz-optima-931-000-ou-932-000|59.755, , , , , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe C carro - 4 portas (W203),2000,2003, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-424.pdf?v=1618500855, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe C carro - 4 portas (W203),2004,2007, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-424.pdf?v=1618500855, B,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe C carro - 4 portas (W204),2007,2014, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-456.pdf?v=1618500854, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , barras-de-tejadilho-em-aco-preto-cruz-optima-os115-921-101|59.711, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe C carro - 4 portas (W205),2014, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-681.pdf?v=1618500855, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , barras-de-tejadilho-em-aco-preto-cruz-optima-os115-921-101|59.711, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe C carrinha (W202 - com barras),1993,2000, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Mercedes, Classe C carrinha (W203 - com barras),2000,2008, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Mercedes, Classe C carrinha (W204 - com barras),2008,2014, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Mercedes, Classe C carrinha (S205 c/railing integrado ),2014, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-545.pdf?v=1618500855, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-110-921-375|59.814, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe CLA Coupe - 4 portas (C117),2013, , , F,4, kit-de-fixacao-cruz-optiplus-fix-936-000|59.748, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe CLA Shooting Brake/SW (X117),2015, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-015.pdf?v=1618500855, B,4, kit-de-fixacao-cruz-optiplus-fix-936-000|59.748, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-110-921-375|59.814, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-108-925-701|59.745, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe E  Coupe - 2 portas (C207 s/tecto de abrir),2009, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-456.pdf?v=1618500854, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax108-924-755|59.730, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx110-921-355|59.717, barras-de-tejadilho-em-aluminio-cruz-airo-x108-924-781|59.738, , barras-de-tejadilho-em-aco-preto-cruz-optima-os105-921-100|59.710, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe E  Coupe - 2 portas (C207 c/tecto de abrir),2009, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-456.pdf?v=1618500854, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax108-924-755|59.730, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx110-921-355|59.717, barras-de-tejadilho-em-aluminio-cruz-airo-x108-924-781|59.738, , barras-de-tejadilho-em-aco-preto-cruz-optima-os105-921-100|59.710, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe E carro - 4 portas (W124),1985,1995, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/931-027.pdf?v=1618500854, B,3, kit-de-fixacao-cruz-optima-931-000-ou-932-000|59.755, , , , , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe E carro - 4 portas (W210),1995,2002, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/931-312.pdf?v=1618500854, B,3, kit-de-fixacao-cruz-optima-931-000-ou-932-000|59.755, , , , , barras-de-tejadilho-em-aco-preto-cruz-optima-ot115-921-001|59.716, , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe E carro - 4 portas (W211),2002,2009, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-427.pdf?v=1618500855, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , barras-de-tejadilho-em-aco-preto-cruz-optima-os115-921-101|59.711, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe E carro - 4 portas (W212),2009,2013, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-480.pdf?v=1618500855, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , barras-de-tejadilho-em-aco-preto-cruz-optima-os115-921-101|59.711, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe E carro - 4 portas (W212),2013,2016, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-680.pdf?v=1618500855, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , barras-de-tejadilho-em-aco-preto-cruz-optima-os115-921-101|59.711, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe E carro - 4 portas (W213),2016, , , F,4, kit-de-fixacao-cruz-optiplus-fix-936-000|59.748, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe E carrinha (W124 - com barras),1985,1995, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Mercedes, Classe E carrinha (W211 - com barras),2003,2008, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Mercedes, Classe E carrinha (W212 - com barras),2009,2016, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Mercedes, Classe GL - 5 portas (X164 - com barras),2007,2012, , R,2, , , , , , , , , barras-de-tejadilho-em-aluminio-p-veiculos-com-barras-longitudinais-cruz-airo-r128-924-795|59.743, , barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Mercedes, Classe GLA - 5 portas (com railing integrado),2014, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-530.pdf?v=1618500855, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe GLB - 5 portas (com railing integrado),2019, , , R,2, , , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-135-cm|59.909, barras-de-tejadilho-em-aco-transversais-cruz-oplus-sr-130-921-936|59.680,
Mercedes, Classe GLC - 5 portas (com railing integrado),2015, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-563.pdf?v=1618500856, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe GLC Coupé,2016, , , F,4, kit-de-fixacao-cruz-optiplus-fix-936-000|59.748, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe GLE - 5 portas (W166 - com barras),2015, , , R,1, , , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-135-cm|59.909, ,
Mercedes, Clase GLE Coupé - 5 portas (C167 - com pontos de fixação),2020,,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-045.pdf?v=1665069261,F,, kit-de-fixacao-cruz-optiplus-fix-936-000|59.748,,barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-130-921-385|59.816,,barras-de-tejadilho-em-aluminio-cruz-airo-fix-128-925-705|59.747,,, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750,,,,
Mercedes, Classe GLK - 5 portas (X204 - com barras),2008, , , R,1, , ,, , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-135-cm|59.909, ,
Mercedes, Classe M - 5 portas (W163 - com barras),1998,2005, , R,1, , , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-135-cm|59.909, ,
Mercedes, Classe M - 5 portas (W164 - com barras),2005,2012, , R,1, , , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-135-cm|59.909, ,
Mercedes, Classe M - 5 portas (W166 - com barras),2012,2015, , R,1, , , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-135-cm|59.909, ,
Mercedes, Classe V - 5 portas MPV (W447),2014, , , F,2, , , , , , cruz-22|59.787, , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mercedes, Classe X cabine dupla (com barras),2017, , , R,1, , , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-135-cm|59.909, ,
Mercedes, Sprinter L1H1 (II/906),2006, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934425.pdf?v=1645713274, F,1, kit-6-suportes-cruz-sprinter-06-18-18-crafter-06-17-934-425|59.831-14, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-160-923-068|59.826, , , , , , , , ,
Mercedes, Sprinter L1H2 (II/906),2006, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934425.pdf?v=1645713274, F,1, kit-6-suportes-cruz-sprinter-06-18-18-crafter-06-17-934-425|59.831-14, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-160-923-068|59.826, , , , , , , , ,
Mercedes, Sprinter L2H1 (II/906),2006, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934425.pdf?v=1645713274, F,1, kit-6-suportes-cruz-sprinter-06-18-18-crafter-06-17-934-425|59.831-14, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-160-923-068|59.826, , , , , , , , ,
Mercedes, Sprinter L2H2 (II/906),2006, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934425.pdf?v=1645713274, F,1, kit-6-suportes-cruz-sprinter-06-18-18-crafter-06-17-934-425|59.831-14, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-160-923-068|59.826, , , , , , , , ,
Mercedes, Sprinter L3H2 (II/906),2006, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934425.pdf?v=1645713274, F,1, kit-6-suportes-cruz-sprinter-06-18-18-crafter-06-17-934-425|59.831-14, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-160-923-068|59.826, , , , , , , , ,
Mercedes, Sprinter L4H2 (II/906),2006, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934425.pdf?v=1645713274, F,1, kit-6-suportes-cruz-sprinter-06-18-18-crafter-06-17-934-425|59.831-14, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-160-923-068|59.826, , , , , , , , ,
Mercedes, Sprinter L2H2 (III),2018, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934425.pdf?v=1645713274, F,1, kit-6-suportes-cruz-sprinter-06-18-18-crafter-06-17-934-425|59.831-14, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-160-923-068|59.826, , , , , , , , ,
Mercedes, Viano Marco Polo (perfil en T / T-Track),1996,2014,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934437.pdf?v=1645715828, F,1,kit-6-suportes-cruz-m-vito-96-03-viano-marco-polo-96-14|59.831-16,,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-145-923-066|59.825,,,,,,,,,
Mercedes, Vito L1H1 (W638),1996,2003,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934437.pdf?v=1645715828, F,1, kit-6-suportes-cruz-m-vito-96-03-viano-marco-polo-96-14|59.831-16, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-145-923-066|59.825, , , , , , , , ,
Mercedes, Vito L1H1/compacto (W639),2003,2014,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934422.pdf?v=1645712535, F,1,kit-6-suportes-cruz-vito-03-14-14-934-422|99.000-10, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-145-923-066|59.825, , , , , , , , ,
Mercedes, Vito L2H1/compacto (W639),2003,2014,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934422.pdf?v=1645712535, F,1,kit-6-suportes-cruz-vito-03-14-14-934-422|99.000-10, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-145-923-066|59.825, , , , , , , , ,
Mercedes, Vito L3H1/extra largo (W639),2003,2014,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934422.pdf?v=1645712535, F,1,kit-6-suportes-cruz-vito-03-14-14-934-422|99.000-10, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-145-923-066|59.825, , , , , , , , ,
Mercedes, Vito L1H1/compacto (W447),2014, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934422.pdf?v=1645712535, F,1,kit-6-suportes-cruz-vito-03-14-14-934-422|99.000-10, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-145-923-066|59.825, , , , , , , , ,
Mercedes, Vito L2H1/largo (W447),2014, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934422.pdf?v=1645712535, F,1,kit-6-suportes-cruz-vito-03-14-14-934-422|99.000-10, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-145-923-066|59.825, , , , , , , , ,
Mercedes, Vito L3H1/extra largo (W447),2014, ,https://cdn.shopify.com/s/files/1/0541/2087/4183/files/934422.pdf?v=1645712535, F,1,kit-6-suportes-cruz-vito-03-14-14-934-422|99.000-10, ,barras-de-tejadilho-jg3-cross-cargo-xpro-2022-sf-145-923-066|59.825, , , , , , , , ,
Mini, Clubman - 5 portas(F54 - c/railing integrado),2015, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-518.pdf?v=1618500855, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mini, Countryman - 5 portas (R60 - c/railing integrado),2010,2017, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-518.pdf?v=1618500855, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mini, Countryman - 5 portas (F60 - com barras),2017, , , R, , , , , , , , , , barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-cruz-airo-r118-924-793|59.742, barras-de-tejadilho-em-aluminio-para-veiculos-com-barras-longitudinais-origem-120-cm|59.899, ,
Mitsubishi, ASX - 5 portas (pontos de fixação),2010, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-608.pdf?v=1617014427, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax118-924-760|59.731, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx120-921-360|59.718, barras-de-tejadilho-em-aluminio-cruz-airo-x-118-924-783|59.739, , barras-de-tejadilho-em-aco-preto-cruz-optima-os115-921-101|59.711, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mitsubishi, ASX - 5 portas (com rail integrado),2010, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/936-509.pdf?v=1617014430, I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mitsubishi, Carisma carro - 4 portas,1997,2005, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-330.pdf?v=1617140924, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax108-924-755|59.730, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx110-921-355|59.717, barras-de-tejadilho-em-aluminio-cruz-airo-x108-924-781|59.738, , barras-de-tejadilho-em-aco-preto-cruz-optima-os105-921-100|59.710, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mitsubishi, Eclipse Cross - 5 portas (com railing integrado),2018, , , I,4, kit-de-fixacao-cruz-optiplus-rail-fix-936-5xx|59.763, , barras-de-tejadilho-em-aco-preto-cruz-oplus-s-fix-120-921-380|59.815, , barras-de-tejadilho-em-aluminio-cruz-airo-fix-118-925-703|59.746, , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mitsubishi, Galant 2000 carro - 4 portas (com pontos fixação),1992,1997, https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-330.pdf?v=1617140924, F,7, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-ax108-924-755|59.730, barras-de-tejadilho-em-aco-preto-cruz-oplus-sx110-921-355|59.717, barras-de-tejadilho-em-aluminio-cruz-airo-x108-924-781|59.738, , barras-de-tejadilho-em-aco-preto-cruz-optima-os105-921-100|59.710, conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mitsubishi, Lancer carro - 4 portas,2007, , https://cdn.shopify.com/s/files/1/0541/2087/4183/files/935-672.pdf?v=1618500854, B,6, kit-de-fixacao-cruz-optiplus-935-000|59.753, barras-de-tejadilho-em-aluminio-cruz-oplus-at118-924-710|59.729, barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , , conjunto-de-4-pes-p-adaptacao-as-barras-cruz-optima-ou-cruz-optiplus-935-000|59.752, jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
Mitsubishi, L-200 cabine dupla (III),1997,2006, , B,4, kit-de-fixacao-cruz-optiplus-935-000|59.753, , barras-de-tejadilho-em-aco-preto-cruz-oplus-st120-921-310|59.734, barras-de-tejadilho-em-aluminio-cruz-airo-t118-924-773|59.736, , , , jogo-de-4-fechaduras-anti-roubo-para-kit-fixacao-cruz-optima-ou-cruz-optiplus-932-014|59.750, , , ,
